"Lab_ID","Field_ID","Date","Temp_C","pH","SpCond_us_cm","DO_mgL","CO2_ppm","CH4_ppm","Alkalinity_mgL","DIC_umolesL","DOC_mgL_ofC","SUVA_Lmg_Cm","UV_at254nm","Calcium_mgL","Potassium_mgL","Magnesium_mgL","Sodium_mgL","Chloride_mgL","Sulfate_mgL","Ammonium_mgL","Nitrate_mgL","Phosphorous_mgL","H2_permil","O18_permil","DIC_13C_permil","TYPE","Source"
10696,"Yukon Flats Lake 10","2009-09-19",9.3,8.54,247,NA,716,NA,84,1782,66,17,0.734,33.42,0.26,7.82,3.85,0.88,36.86,0.01,0.06,"NA",NA,NA,-9.79,"Lake","USGS_RStriegl"
10697,"Yukon Flats Lake 61","2009-09-19",10.4,8.62,618,NA,2569,860.3,348,7690,105,17,1.247,35.04,5.11,59.72,17.22,4.4,0.65,1.29,0.06,"NA",NA,NA,7.57,"Lake","USGS_RStriegl"
10698,"Yukon Flats Lake 110","2009-09-19",9,9.15,390,NA,587,45.3,204,4117,106,13,1.039,32.62,10.78,17.42,22.59,4.79,0.92,0.01,0.06,"NA",NA,NA,4.73,"Lake","USGS_RStriegl"
10699,"Yukon Flats Lake 50","2009-09-19",10.8,8.34,198,NA,1279,45.5,102,2187,68,5,0.382,20.78,2.81,10.16,5.45,1.08,0.67,0.01,0.06,"NA",NA,NA,-0.29,"Lake","USGS_RStriegl"
10700,"Yukon Flats Lake 26","2009-09-19",10.2,6.86,55,NA,6504,142.7,25,844,21,19,0.504,7.7,1.57,2.11,1.89,1,1.4,0.01,0.06,"NA",NA,NA,-11.61,"Lake","USGS_RStriegl"
11042,"0_19_3","2010-06-13",17,9.31,178,NA,66,108,NA,1864,39.4,1.7,0.671,19.65,5.2,11.9,6,3.85,2.26,NA,0.005,"NA",-104.48,-8.1,-3.64,"Lake","USGS_RStriegl"
11043,"0_8_1","2010-06-09",18.7,8.5,709,NA,3293,49.8,366.6,8353,53.2,2.7,1.424,25.63,3.8,14.9,53.9,8.53,1.96,NA,1.23,"NA",-121.03,-10.9,0.24,"Lake","USGS_RStriegl"
11044,"0_19_1","2010-06-09",19.2,8.46,263,NA,834,67.1,128.9,3000,33,1.7,0.562,34.2,3.8,12.4,6.1,5,1.75,NA,0.005,"NA",-121.12,-10.91,1.65,"Lake","USGS_RStriegl"
11045,"1_5_1","2010-06-11",18.1,8.74,259,NA,945,14.4,123.4,2851,34.1,2,0.695,24.87,3.5,9,16.6,1.32,0.1,NA,0.005,"NA",-126.62,-12.62,0.36,"Lake","USGS_RStriegl"
11046,"0_19_2","2010-06-11",18,9.42,157,NA,64,44,75.7,1495,23.9,1.8,NA,20.47,4,7,2.9,1.38,6.26,NA,0.1,"NA",-113.58,-9.64,-5.92,"Lake","USGS_RStriegl"
11047,"1_19_2","2010-06-11",21.3,8.86,1154,NA,1218,56.6,708.8,12859,62,1.2,0.774,14.91,42.6,118.5,91.1,39.02,0.11,NA,0.005,"NA",-109.56,-8.23,3.61,"Lake","USGS_RStriegl"
11048,"0_8_2","2010-06-11",17.9,8.33,458,NA,2051,140.2,230.4,5086,48.5,1.6,0.767,32.79,4.5,16.4,44.8,8.66,0.015,NA,0.005,"NA",-112.14,-8.56,1.74,"Lake","USGS_RStriegl"
11049,"1_19_1","2010-06-12",19.5,8.86,1735,NA,2498,18.1,834.6,16165,70.7,1.2,0.847,24.02,40.9,102.4,93.4,49.28,0.015,NA,0.38,"NA",-106.42,-8.72,4.41,"Lake","USGS_RStriegl"
11078,"0_19_4","2010-06-14",15.5,8.43,230,NA,61914,19.2,125.5,2957,24.8,1.4,0.35,23.27,5,13.3,7.1,3.51,1.23,NA,0.005,"NA",-116.52,-9.81,2.37,"Lake","USGS_RStriegl"
11079,"0_10_1","2010-06-14",20.5,9.92,203,NA,0,76,106.3,1439,17.6,2.1,0.372,13.7,5.3,11.4,11.9,1.18,0.16,NA,0.2,"NA",-105.1,-6.86,-9.25,"Lake","USGS_RStriegl"
11080,"0_19_5","2010-06-17",17.3,9.51,142,NA,0,37.7,79,1199,37.1,2.2,0.808,22.5,1.3,6.8,3.2,0.84,0.7,NA,0.005,"NA",-127.19,-11.66,-10.69,"Lake","USGS_RStriegl"
11081,"1_6_1","2010-06-17",17.8,8.32,233,NA,1393,25.7,138.6,3278,27.7,1.5,0.415,32.01,6.1,13,5.5,1.99,0.015,NA,0.005,"NA",-120.33,-10.63,0.46,"Lake","USGS_RStriegl"
11082,"0_10_2","2010-06-17",17.4,10.12,182,NA,0,90.3,99.1,1553,16,2.1,0.343,13.09,4.8,11.9,10.3,1.17,0.14,NA,0.005,"NA",-109.02,-7.71,-8.87,"Lake","USGS_RStriegl"
11083,"0_24_2","2010-06-18",19,9.15,264,NA,78,38.5,147.3,2673,28.7,1.9,0.536,28.16,3.5,17.1,8.6,1.85,0.09,NA,3.5,"NA",-115.6,-9.44,7.39,"Lake","USGS_RStriegl"
11084,"0_24_1","2010-06-19",17.9,9.04,240,NA,171,21.1,119.1,2441,27.6,2.2,0.597,28.67,1.3,11.5,7.9,2.53,0.12,NA,0.31,"NA",-132.13,-13.08,-4.72,"Lake","USGS_RStriegl"
11104,"1_28_1","2010-06-25",19.1,9.05,249,NA,262,35.7,147.9,3083,23.8,1.2,0.295,24.78,3.8,16.8,7,2.98,1.6,NA,0.005,"NA",-110.83,-9.52,0.46,"Lake","USGS_RStriegl"
11105,"1_28_2","2010-06-25",19.5,9.3,234,NA,330,113.2,138.2,601,27.6,1.3,0.368,21.29,5,21.4,7.5,2.83,0.36,NA,0.005,"NA",-109.78,-8.35,3.37,"Lake","USGS_RStriegl"
11106,"1_32_6","2010-06-26",19.5,8.71,382,NA,948,47.5,196,4448,22.4,1.7,0.385,31.74,5.3,28,8.3,2.33,0.6,NA,0.005,"NA",-123.16,-11.06,-0.18,"Lake","USGS_RStriegl"
11107,"1_32_1","2010-06-27",19.6,7.87,116,NA,706,17.9,5,1146,15.9,2.7,0.426,15.09,2.2,4.4,1.3,0.87,7.46,NA,0.005,"NA",-155.62,-17.47,-6.03,"Lake","USGS_RStriegl"
11108,"1_32_2","2010-06-27",19.5,9.62,461,NA,113,67.1,231.7,4424,48.3,2.9,1.413,19.78,10.1,34.6,39.9,12.23,10.36,1.735,0.005,"NA",-102.37,-6.2,-5.23,"Lake","USGS_RStriegl"
11155,"1_31_2","2010-06-25",18.5,9.13,111,NA,59,21.1,45.9,879,11.6,2.4,0.281,15.5,1.1,4.7,1.5,0.36,15.35,NA,0.1,"NA",-135.41,-13.99,-9.96,"Lake","USGS_RStriegl"
11156,"1_34_1","2010-06-29",20.5,9.2,NA,NA,188,45.7,121,2321,22.4,1.8,0.396,23.56,8.4,17.1,4.5,2.7,14.7,NA,0.005,"NA",-112.62,-9.14,-1.22,"Lake","USGS_RStriegl"
11157,"1_26_1","2010-07-01",20,8.97,71,NA,101,24.6,28,577,14.1,2.7,0.384,10.47,1.5,4.9,1.1,0.74,17.56,NA,0.005,"NA",-145.73,-16.29,-10.35,"Lake","USGS_RStriegl"
11158,"1_31_3","2010-06-29",19.8,9.91,106,NA,43,58.1,31.8,604,10.3,2.8,0.289,10.8,0.6,3.4,0.8,0.19,10.61,NA,0.1,"NA",-122.32,-10.9,-14.47,"Lake","USGS_RStriegl"
11159,"1_31_1","2010-06-23",18.2,8.22,203,NA,399,23.6,87.8,2180,10.2,2.4,0.247,29.85,1.5,7.3,2,0.64,18.13,NA,0.005,"NA",-152.67,-17.95,-6.29,"Lake","USGS_RStriegl"
11160,"1_31_4","2010-06-30",19.2,7.73,252,NA,1639,64.4,72.8,1735,21,3.1,0.659,21.93,4.8,6.2,1.6,0.76,9.37,0.041,0.11,"NA",-138.5,-14.13,-6.41,"Lake","USGS_RStriegl"
11161,"1_32_5","2010-06-29",20.5,9.63,93,NA,4135,39.7,21.1,2442,12.7,2.3,0.289,10.22,2.1,3.4,0.9,0.52,21.54,NA,0.005,"NA",-132.04,-12.57,-15.17,"Lake","USGS_RStriegl"
11162,"1_32_3","2010-07-01",19.7,8.11,144,NA,268,33,60.5,1322,18.1,2.7,0.483,18.29,1.4,6.3,1.9,0.62,9.1,NA,0.005,"NA",-149.67,-16.57,-6.13,"Lake","USGS_RStriegl"
11308,"1_37_1","2010-07-26",18.4,8.29,87,NA,378,12.1,34.2,959,17.6,2.7,0.47,12.9,1.9,3.9,1.3,0.67,14.09,NA,0.005,"NA",-139.38,-15.29,-9.51,"Lake","USGS_RStriegl"
11309,"1_36_1","2010-07-26",17.3,8.36,349,NA,1176,16.1,127.4,3647,30.5,1.7,0.506,32.31,4,11.1,3.1,1.4,0.9,NA,0.005,"NA",-119.25,-10.82,-3.95,"Lake","USGS_RStriegl"
11310,"1_37_4","2010-07-28",18.5,9.38,397,NA,63,22.5,214.5,5032,29.9,2.3,0.675,25.21,3.2,42.6,15.6,4.78,14.88,NA,0.005,"NA",-114.39,-9.67,-6.74,"Lake","USGS_RStriegl"
11311,"1_27_2","2010-07-30",16,9.71,445,NA,56,19.4,269.3,6253,63.3,2.7,1.688,24.51,8.8,31.6,35.6,13.58,6.21,NA,0.12,"NA",-92.04,-5.29,-6.74,"Lake","USGS_RStriegl"
11312,"1_36_3","2010-07-30",17.2,8.12,485,NA,1804,28.6,196.3,6162,16.6,1.6,0.263,43.23,3.9,20.7,6.9,4.62,0.015,NA,0.1,"NA",-123.23,-11.06,-0.28,"Lake","USGS_RStriegl"
11313,"1_29_4","2010-07-30",16.5,9.25,73,NA,59,20.9,28.4,667,19.7,3,0.584,7.25,2.2,3.8,1,0.17,4.24,0.03,0.005,"NA",-110.82,-8.58,-14.95,"Lake","USGS_RStriegl"
11314,"1_37_2","2010-07-31",18.1,9.57,583,NA,38,42.5,284.7,5879,62.2,2.1,1.305,24.52,6,41.9,30.4,14.98,52.43,NA,0.005,"NA",-102.78,-7.38,-11.12,"Lake","USGS_RStriegl"
11315,"1_27_2b","2010-08-05",17.2,9.04,619,NA,312,54.8,251.17,8092,61.2,2.9,1.792,25.39,8.96,38.17,34.17,12.27,1.28,NA,0.005,"NA",-86.27,-4.08,-4.81,"Lake","USGS_RStriegl"
11316,"1_29_2","2010-08-01",18,8.67,38,NA,1649,51.1,243.37,7137,57.6,2.1,1.186,42.34,4.72,41.32,14.04,6.61,11.36,NA,0.005,"NA",-117.86,-9.9,-3.83,"Lake","USGS_RStriegl"
11317,"1_37_5","2010-08-02",18,9.98,523,NA,48,19.2,275.97,5884,51.5,2.2,1.116,29.84,6.34,46.47,26.78,13.2,41.11,NA,0.1,"NA",-105.13,-7.8,-7.12,"Lake","USGS_RStriegl"
11318,"1_36_2","2010-08-03",21.8,8.28,392,NA,908,53.7,174.09,4894,40.2,1.5,0.585,41.06,6.55,19.24,4.95,2.43,0.015,NA,0.11,"NA",-115.1,-9.62,-0.16,"Lake","USGS_RStriegl"
11319,"1_27_3","2010-08-04",20.8,9.56,495,NA,192,47.3,327.02,8112,52.2,2.3,1.186,27.72,7.95,50.11,26.11,9.28,1.1,NA,0.005,"NA",-104.36,-7,-3.75,"Lake","USGS_RStriegl"
11320,"1_36_4","2010-08-04",19.6,8.75,460,NA,1284,25,189.46,5590,39.4,1.6,0.615,43.54,5.51,19.54,5.71,3.1,0.015,NA,0.005,"NA",-118.21,-9.92,-0.16,"Lake","USGS_RStriegl"
11321,"1_37_3","2010-08-04",21,9.45,460,NA,11,26.5,254.27,5752,45.7,1.6,0.73,0.74,4.74,0.48,33.46,11.24,2.8,0.01,0.005,"NA",-100.88,-7.06,-5.78,"Lake","USGS_RStriegl"
11322,"1_27_1","2010-08-06",20,9.01,611,NA,446,82.5,418.11,10139,56.8,2.5,1.398,1.18,12.02,0.75,33.2,12.57,1.12,0.01,0.005,"NA",-102.68,-7.43,-3.22,"Lake","USGS_RStriegl"
11323,"1_29_1","2010-08-06",19.3,9.13,291,NA,370,148.7,147.27,4213,42.4,1.3,0.567,1.25,8.55,0.8,14.16,4.79,0.43,0.01,0.005,"NA",-95.03,-5.26,-1.29,"Lake","USGS_RStriegl"
11324,"1_27_3b","2010-08-06",18,8.08,514,NA,2390,160.2,313.71,9146,40.9,2.3,0.923,3.43,8.08,2.44,16.85,6.74,1.07,0.01,0.11,"NA",-115.86,-9.52,-3.5,"Lake","USGS_RStriegl"
11325,"1_29_3","2010-08-06",16.6,8.75,331,NA,899,164.2,161.77,4816,60.1,1.5,0.92,3.99,8.96,3.92,17.04,5.73,0.72,0.01,0.005,"NA",-89.71,-4.13,-4.47,"Lake","USGS_RStriegl"
