                  Na                  Ca                   N                   K                  Cl
 0.00000000000000000 0.00059999999769335 0.00000000000000000 0.00000000000000000 0.00119999999952688
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
 0.00000000000000000 0.00059999999769334 0.00000000000000000 0.00000000000000000 0.00119999999952687
